AlarmEvent,AlarmId,AlarmMsg,AlarmTime,Channel,PicInfo.ObjName,PicInfo.ObjSize,PicInfo.StorageBucket,VideoInfo.VideoLength,PicErr
VideoMotion:2,24891983,,2024-08-09 19:08:03,0,003/003_ba39b3962a4bfe81_24891983.jpeg,46695.0,OBS_sg-ai-img,,
VideoMotion:2,240809190613,,2024-08-09 19:06:14,0,003/003_1ce32155e73d3804_240809190613.jpeg,102113.0,VTT_camera151,,
VideoMotion:2,240809190529,,2024-08-09 19:05:30,0,003/003_fb1f6e5c62b71703_240809190529.jpeg,31004.0,OBS_sg-ai-img,,
VideoMotion:2,240809190318,,2024-08-09 19:03:18,0,003/003_fb1f6e5c62b71703_240809190318.jpeg,31037.0,OBS_sg-ai-img,,
VideoMotion:2,240809185835,,2024-08-09 18:58:35,0,003/003_1ce32155e73d3804_240809185835.jpeg,102239.0,VTT_camera151,,
VideoMotion:2,240809185835,,2024-08-09 18:58:35,0,003/003_1ce32155e73d3804_240809185835.jpeg,102239.0,VTT_camera151,,
VideoMotion:2,240809185835,,2024-08-09 18:58:35,0,003/003_1ce32155e73d3804_240809185835.jpeg,102239.0,VTT_camera151,,
VideoMotion:2,240809185418,,2024-08-09 18:54:18,0,003/003_1ce32155e73d3804_240809185418.jpeg,102143.0,VTT_camera151,,
VideoMotion:2,240809185242,,2024-08-09 18:52:42,0,003/003_1ce32155e73d3804_240809185242.jpeg,101657.0,VTT_camera151,,
VideoMotion:2,248918440,,2024-08-09 18:44:01,0,003/003_ba39b3962a4bfe81_248918440.jpeg,47583.0,OBS_sg-ai-img,,
VideoMotion:2,240809184323,,2024-08-09 18:43:23,0,003/003_fb1f6e5c62b71703_240809184323.jpeg,31286.0,OBS_sg-ai-img,,
VideoMotion:2,240809184215,,2024-08-09 18:42:16,0,003/003_fb1f6e5c62b71703_240809184215.jpeg,31538.0,OBS_sg-ai-img,,
VideoMotion:2,240809184034,,2024-08-09 18:40:35,0,003/003_fb1f6e5c62b71703_240809184034.jpeg,31029.0,OBS_sg-ai-img,,
VideoMotion:2,240809183245,,2024-08-09 18:32:46,0,003/003_fb1f6e5c62b71703_240809183245.jpeg,30931.0,OBS_sg-ai-img,,
VideoMotion:2,240809182907,,2024-08-09 18:29:08,0,003/003_fb1f6e5c62b71703_240809182907.jpeg,31346.0,OBS_sg-ai-img,,
VideoMotion:2,240809182802,,2024-08-09 18:28:03,0,003/003_1ce32155e73d3804_240809182802.jpeg,101952.0,VTT_camera151,,
VideoMotion:2,240809182220,,2024-08-09 18:22:20,0,003/003_1ce32155e73d3804_240809182220.jpeg,102163.0,VTT_camera151,,
VideoMotion:2,248918200,,2024-08-09 18:20:01,0,003/003_ba39b3962a4bfe81_248918200.jpeg,47696.0,OBS_sg-ai-img,,
VideoMotion:2,2489181240,,2024-08-09 18:12:41,0,003/003_ba39b3962a4bfe81_2489181240.jpeg,47397.0,OBS_sg-ai-img,,
VideoMotion:2,2489181159,,2024-08-09 18:12:00,0,003/003_ba39b3962a4bfe81_2489181159.jpeg,47207.0,OBS_sg-ai-img,,
VideoMotion:2,240809181158,,2024-08-09 18:11:58,0,003/003_1ce32155e73d3804_240809181158.jpeg,101670.0,VTT_camera151,,
VideoMotion:2,2489181110,,2024-08-09 18:11:19,0,003/003_ba39b3962a4bfe81_2489181110.jpeg,47416.0,OBS_sg-ai-img,,
VideoMotion:2,240809181052,,2024-08-09 18:10:53,0,003/003_1ce32155e73d3804_240809181052.jpeg,101946.0,VTT_camera151,,
